0,0,1.72E+00,1.01E+01
1,0,2.72E+00,9.35E+00
2,0,1.21E+00,1.03E+01
3,0,1.39E+00,1.03E+01
4,0,1.79E+00,9.91E+00
5,0,2.03E+00,1.05E+01
6,0,2.72E+00,1.00E+01
7,0,1.23E+00,1.02E+01
8,0,2.52E+00,1.00E+01
9,0,2.09E+00,1.04E+01
10,0,1.53E+00,9.65E+00
11,0,2.35E+00,1.07E+01
12,0,2.21E+00,9.85E+00
13,0,2.58E+00,9.42E+00
14,0,1.24E+00,1.01E+01
15,0,1.51E+00,1.05E+01
16,0,2.08E+00,1.05E+01
17,0,1.68E+00,1.04E+01
18,0,1.93E+00,9.11E+00
19,0,1.94E+00,1.00E+01
20,0,2.01E+00,1.00E+01
21,0,2.19E+00,1.05E+01
22,0,2.65E+00,9.40E+00
23,0,1.09E+00,1.01E+01
24,0,2.11E+00,9.87E+00
25,0,1.97E+00,1.02E+01
26,0,2.60E+00,1.01E+01
27,0,1.47E+00,9.57E+00
28,0,2.54E+00,9.30E+00
29,0,1.88E+00,1.06E+01
30,0,1.92E+00,1.01E+01
31,0,2.82E+00,1.03E+01
32,0,1.64E+00,1.01E+01
33,0,1.93E+00,9.47E+00
34,0,1.27E+00,1.05E+01
35,0,1.91E+00,9.53E+00
36,0,1.76E+00,1.05E+01
37,0,2.01E+00,9.45E+00
38,0,2.19E+00,1.09E+01
39,0,1.54E+00,1.01E+01
40,0,1.34E+00,1.05E+01
41,0,2.29E+00,9.17E+00
42,0,2.78E+00,9.87E+00
43,0,2.03E+00,1.02E+01
44,0,2.29E+00,1.07E+01
45,0,1.86E+00,1.02E+01
46,0,2.36E+00,9.43E+00
47,0,1.82E+00,9.99E+00
48,0,2.88E+00,9.67E+00
49,0,2.80E+00,9.65E+00
50,0,1.85E+00,9.92E+00
51,0,2.64E+00,1.01E+01
52,0,2.41E+00,1.06E+01
53,0,1.57E+00,9.41E+00
54,0,1.91E+00,9.30E+00
55,0,1.81E+00,1.04E+01
56,0,2.15E+00,1.06E+01
57,0,2.21E+00,9.14E+00
58,0,2.87E+00,9.82E+00
59,0,2.00E+00,9.27E+00
60,0,2.16E+00,9.65E+00
61,0,1.93E+00,1.09E+01
62,0,2.51E+00,1.00E+01
63,0,1.74E+00,9.77E+00
64,0,2.16E+00,9.97E+00
65,0,2.32E+00,1.08E+01
66,0,2.21E+00,9.66E+00
67,0,2.50E+00,1.03E+01
68,0,1.71E+00,9.89E+00
69,0,1.85E+00,9.92E+00
70,0,2.80E+00,9.65E+00
71,0,2.27E+00,9.93E+00
72,0,2.83E+00,1.02E+01
73,0,1.18E+00,1.04E+01
74,0,1.56E+00,9.98E+00
75,0,2.10E+00,1.08E+01
76,0,1.26E+00,1.01E+01
77,0,1.16E+00,9.73E+00
78,0,2.70E+00,1.00E+01
79,0,2.18E+00,1.10E+01
80,0,1.86E+00,1.08E+01
81,0,1.89E+00,1.06E+01
82,0,2.17E+00,9.52E+00
83,0,1.15E+00,9.65E+00
84,0,2.20E+00,9.62E+00
85,0,2.07E+00,1.08E+01
86,0,1.63E+00,9.37E+00
87,0,1.58E+00,1.02E+01
88,0,2.24E+00,1.06E+01
89,0,1.80E+00,9.59E+00
90,0,1.88E+00,9.51E+00
91,0,1.88E+00,1.01E+01
92,0,2.18E+00,9.73E+00
93,0,2.14E+00,9.62E+00
94,0,1.96E+00,1.04E+01
95,0,2.77E+00,1.02E+01
96,0,2.14E+00,9.68E+00
97,0,2.59E+00,9.96E+00
98,0,2.67E+00,1.07E+01
99,0,1.78E+00,9.32E+00
100,0,2.55E+00,1.05E+01
101,0,1.28E+00,9.99E+00
102,0,2.75E+00,9.73E+00
103,0,2.75E+00,1.01E+01
104,0,1.93E+00,1.07E+01
105,0,1.98E+00,1.07E+01
106,0,1.85E+00,9.36E+00
107,0,1.47E+00,1.02E+01
108,0,1.54E+00,9.20E+00
109,0,1.02E+00,9.98E+00
110,0,2.17E+00,9.57E+00
111,0,1.93E+00,1.10E+01
112,0,1.67E+00,9.28E+00
113,0,1.77E+00,1.02E+01
114,0,2.64E+00,1.03E+01
115,0,2.51E+00,1.00E+01
116,0,1.66E+00,1.02E+01
117,0,1.16E+00,1.02E+01
118,0,1.46E+00,1.05E+01
119,0,2.66E+00,9.80E+00
120,0,1.32E+00,1.03E+01
121,0,2.19E+00,9.85E+00
122,0,2.53E+00,9.74E+00
123,0,2.63E+00,9.43E+00
124,0,1.69E+00,1.03E+01
125,0,2.05E+00,1.06E+01
126,0,2.49E+00,1.08E+01
127,0,2.00E+00,1.03E+01
128,0,2.01E+00,9.43E+00
129,0,2.58E+00,1.04E+01
130,0,1.88E+00,1.04E+01
131,0,1.43E+00,1.06E+01
132,0,2.25E+00,1.03E+01
133,0,2.00E+00,9.48E+00
134,0,1.59E+00,1.07E+01
135,0,2.18E+00,9.09E+00
136,0,2.49E+00,1.04E+01
137,0,2.60E+00,1.02E+01
138,0,2.48E+00,1.06E+01
139,0,2.22E+00,1.00E+01
140,0,2.51E+00,1.02E+01
141,0,2.73E+00,9.71E+00
142,0,1.84E+00,1.06E+01
143,0,2.25E+00,9.33E+00
144,0,2.50E+00,1.03E+01
145,0,2.52E+00,9.34E+00
146,0,2.02E+00,9.16E+00
147,0,1.82E+00,9.89E+00
148,0,2.13E+00,9.76E+00
149,0,2.96E+00,9.91E+00
150,0,1.91E+00,1.09E+01
151,0,2.83E+00,9.60E+00
152,0,2.57E+00,1.06E+01
153,0,1.95E+00,1.04E+01
154,0,1.31E+00,1.02E+01
155,0,1.18E+00,1.05E+01
156,0,2.42E+00,1.07E+01
157,0,1.96E+00,1.05E+01
158,0,1.81E+00,9.64E+00
159,0,1.75E+00,9.77E+00
160,0,2.40E+00,1.06E+01
161,0,2.73E+00,9.37E+00
162,0,2.80E+00,9.94E+00
163,0,2.23E+00,1.03E+01
164,0,1.46E+00,9.77E+00
165,0,2.47E+00,9.55E+00
166,0,1.35E+00,1.01E+01
167,0,2.50E+00,1.03E+01
168,0,2.92E+00,1.04E+01
169,0,1.61E+00,1.03E+01
170,0,2.77E+00,9.80E+00
171,0,1.76E+00,9.91E+00
172,0,1.18E+00,1.01E+01
173,0,1.82E+00,9.03E+00
174,0,1.84E+00,9.05E+00
175,0,2.42E+00,1.04E+01
176,0,2.83E+00,1.01E+01
177,0,1.81E+00,9.56E+00
178,0,1.51E+00,1.05E+01
179,0,1.23E+00,1.00E+01
180,0,2.32E+00,1.01E+01
181,0,2.32E+00,1.09E+01
182,0,2.44E+00,9.62E+00
183,0,1.04E+00,9.85E+00
184,0,1.69E+00,1.05E+01
185,0,2.17E+00,9.75E+00
186,0,2.32E+00,9.51E+00
187,0,2.67E+00,9.96E+00
188,0,2.36E+00,9.60E+00
189,0,2.00E+00,9.50E+00
190,0,2.19E+00,9.88E+00
191,0,1.21E+00,9.96E+00
192,0,1.38E+00,1.05E+01
193,0,1.31E+00,9.42E+00
194,0,2.21E+00,1.02E+01
195,0,2.09E+00,1.04E+01
196,0,2.01E+00,9.89E+00
197,0,2.10E+00,9.45E+00
198,0,2.03E+00,9.52E+00
199,0,2.32E+00,9.69E+00
200,0,1.88E+00,9.95E+00
201,0,1.52E+00,9.19E+00
202,0,2.57E+00,1.00E+01
203,0,2.50E+00,9.41E+00
204,0,2.72E+00,1.06E+01
205,0,2.29E+00,1.04E+01
206,0,1.29E+00,9.73E+00
207,0,2.57E+00,9.46E+00
208,0,2.62E+00,1.03E+01
209,0,2.83E+00,1.02E+01
210,0,2.12E+00,9.49E+00
211,0,2.66E+00,1.05E+01
212,0,2.73E+00,9.82E+00
213,0,2.55E+00,1.08E+01
214,0,1.85E+00,9.56E+00
215,0,1.70E+00,1.00E+01
216,0,1.39E+00,1.05E+01
217,0,1.71E+00,1.06E+01
218,0,2.92E+00,9.78E+00
219,0,2.78E+00,1.03E+01
220,0,2.19E+00,1.06E+01
221,0,1.59E+00,9.42E+00
222,0,1.55E+00,9.81E+00
223,0,2.84E+00,1.00E+01
224,0,2.36E+00,9.32E+00
225,0,2.23E+00,9.11E+00
226,0,2.30E+00,9.94E+00
227,0,2.40E+00,9.11E+00
228,0,1.75E+00,9.85E+00
229,0,1.07E+00,1.01E+01
230,0,2.63E+00,1.01E+01
231,0,1.19E+00,1.00E+01
232,0,2.80E+00,9.41E+00
233,0,1.53E+00,9.33E+00
234,0,1.92E+00,9.47E+00
235,0,1.66E+00,9.65E+00
236,0,2.91E+00,1.01E+01
237,0,2.13E+00,9.40E+00
238,0,1.62E+00,9.11E+00
239,0,2.57E+00,1.08E+01
240,0,2.15E+00,1.09E+01
241,0,1.40E+00,9.46E+00
242,0,1.98E+00,9.30E+00
243,0,2.08E+00,9.29E+00
244,0,1.26E+00,9.43E+00
245,0,2.36E+00,1.02E+01
246,0,1.12E+00,1.03E+01
247,0,2.36E+00,1.01E+01
248,0,2.07E+00,9.35E+00
249,0,2.45E+00,1.06E+01
250,0,2.57E+00,1.06E+01
251,0,1.21E+00,1.00E+01
252,0,2.05E+00,1.04E+01
253,0,2.39E+00,1.05E+01
254,0,1.07E+00,1.00E+01
255,0,1.81E+00,9.68E+00
256,0,2.19E+00,9.99E+00
257,0,2.66E+00,9.93E+00
258,0,1.42E+00,1.05E+01
259,0,1.81E+00,1.05E+01
260,0,2.34E+00,9.96E+00
261,0,1.82E+00,1.04E+01
262,0,2.56E+00,1.08E+01
263,0,1.16E+00,1.02E+01
264,0,2.02E+00,1.03E+01
265,0,2.57E+00,1.07E+01
266,0,2.04E+00,9.96E+00
267,0,1.32E+00,1.01E+01
268,0,1.70E+00,1.01E+01
269,0,1.68E+00,9.79E+00
270,0,1.23E+00,9.57E+00
271,0,2.09E+00,9.41E+00
272,0,1.41E+00,9.39E+00
273,0,1.47E+00,1.01E+01
274,0,2.05E+00,1.00E+01
275,0,2.15E+00,1.01E+01
276,0,1.86E+00,9.71E+00
277,0,2.07E+00,1.10E+01
278,0,1.51E+00,1.02E+01
279,0,2.34E+00,1.01E+01
280,0,1.45E+00,1.05E+01
281,0,1.57E+00,1.06E+01
282,0,1.76E+00,9.24E+00
283,0,2.77E+00,9.58E+00
284,0,1.64E+00,1.03E+01
285,0,1.45E+00,1.01E+01
286,0,1.96E+00,1.01E+01
287,0,2.02E+00,1.09E+01
288,0,1.30E+00,1.01E+01
289,0,1.36E+00,9.88E+00
290,0,2.71E+00,1.01E+01
291,0,1.73E+00,9.86E+00
292,0,2.54E+00,9.96E+00
293,0,2.04E+00,1.01E+01
294,0,1.58E+00,1.07E+01
295,0,1.61E+00,9.18E+00
296,0,2.24E+00,1.02E+01
297,0,2.36E+00,9.77E+00
298,0,1.92E+00,9.04E+00
299,0,1.56E+00,1.08E+01
300,0,2.76E+00,9.83E+00
301,0,2.19E+00,1.08E+01
302,0,2.21E+00,1.07E+01
303,0,1.35E+00,9.44E+00
304,0,2.48E+00,1.03E+01
305,0,2.80E+00,9.91E+00
306,0,1.42E+00,1.01E+01
307,0,2.51E+00,1.03E+01
308,0,2.45E+00,9.49E+00
309,0,2.16E+00,9.14E+00
310,0,2.32E+00,9.75E+00
311,0,2.08E+00,1.02E+01
312,0,1.23E+00,9.92E+00
313,0,1.21E+00,1.03E+01
314,0,1.19E+00,1.01E+01
315,0,1.87E+00,1.05E+01
316,0,1.51E+00,9.94E+00
317,0,1.98E+00,1.00E+01
318,0,1.79E+00,9.40E+00
319,0,2.66E+00,9.93E+00
320,0,1.87E+00,9.53E+00
321,0,2.05E+00,1.01E+01
322,0,1.89E+00,1.01E+01
323,0,2.51E+00,9.49E+00
324,0,1.43E+00,1.03E+01
325,0,1.15E+00,9.53E+00
326,0,1.45E+00,9.45E+00
327,0,1.34E+00,9.27E+00
328,0,1.48E+00,9.17E+00
329,0,2.03E+00,1.05E+01
330,0,1.94E+00,9.55E+00
331,0,2.70E+00,1.01E+01
332,0,1.37E+00,1.02E+01
333,0,2.05E+00,1.05E+01
334,0,1.24E+00,1.05E+01
335,0,1.98E+00,1.03E+01
336,0,2.56E+00,9.78E+00
337,0,1.46E+00,1.02E+01
338,0,1.99E+00,1.09E+01
339,0,1.44E+00,9.73E+00
340,0,1.90E+00,1.01E+01
341,0,2.81E+00,1.02E+01
342,0,2.14E+00,1.07E+01
343,0,1.79E+00,1.01E+01
344,0,2.29E+00,9.30E+00
345,0,2.06E+00,1.02E+01
346,0,1.41E+00,1.06E+01
347,0,1.87E+00,9.29E+00
348,0,1.49E+00,1.02E+01
349,0,1.57E+00,9.72E+00
350,0,1.06E+00,9.74E+00
351,0,2.71E+00,1.03E+01
352,0,1.59E+00,1.07E+01
353,0,1.48E+00,9.81E+00
354,0,1.74E+00,9.84E+00
355,0,1.45E+00,9.30E+00
356,0,1.28E+00,1.05E+01
357,0,1.86E+00,9.55E+00
358,0,2.95E+00,1.03E+01
359,0,1.48E+00,1.02E+01
360,0,1.84E+00,1.00E+01
361,0,2.29E+00,1.02E+01
362,0,1.97E+00,1.03E+01
363,0,2.38E+00,1.04E+01
364,0,2.44E+00,1.03E+01
365,0,2.88E+00,9.64E+00
366,0,2.25E+00,1.01E+01
367,0,1.54E+00,9.65E+00
368,0,1.87E+00,1.09E+01
369,0,1.28E+00,1.07E+01
370,0,2.69E+00,1.02E+01
371,0,2.65E+00,9.55E+00
372,0,2.70E+00,1.06E+01
373,0,2.44E+00,1.01E+01
374,0,1.70E+00,1.05E+01
375,0,2.60E+00,9.48E+00
376,0,1.67E+00,9.95E+00
377,0,1.24E+00,9.62E+00
378,0,1.95E+00,1.03E+01
379,0,1.76E+00,1.03E+01
380,0,1.49E+00,1.05E+01
381,0,1.38E+00,9.70E+00
382,0,2.34E+00,9.87E+00
383,0,1.49E+00,1.08E+01
384,0,2.34E+00,1.04E+01
385,0,1.86E+00,1.00E+01
386,0,2.45E+00,1.08E+01
387,0,1.50E+00,1.01E+01
388,0,1.74E+00,9.80E+00
389,0,1.98E+00,1.09E+01
390,0,2.06E+00,1.03E+01
391,0,2.11E+00,9.55E+00
392,0,1.68E+00,9.19E+00
393,0,1.68E+00,1.09E+01
394,0,1.56E+00,9.24E+00
395,0,1.72E+00,1.09E+01
396,0,1.78E+00,9.16E+00
397,0,2.42E+00,9.77E+00
398,0,2.36E+00,9.10E+00
399,0,2.38E+00,1.06E+01
400,0,2.25E+00,1.02E+01
401,1,6.86E+00,1.08E+01
402,1,6.40E+00,1.00E+01
403,1,7.28E+00,1.07E+01
404,1,6.75E+00,9.92E+00
405,1,7.45E+00,9.22E+00
406,1,7.53E+00,9.45E+00
407,1,6.75E+00,9.70E+00
408,1,6.60E+00,1.08E+01
409,1,6.54E+00,9.68E+00
410,1,7.32E+00,9.37E+00
411,1,6.14E+00,9.55E+00
412,1,6.17E+00,9.97E+00
413,1,6.85E+00,9.05E+00
414,1,7.14E+00,1.07E+01
415,1,7.90E+00,9.62E+00
416,1,7.56E+00,9.64E+00
417,1,6.13E+00,1.03E+01
418,1,6.88E+00,1.09E+01
419,1,6.80E+00,1.06E+01
